uei,district,state,start_date,end_date,duration_days,raw_start_date,raw_end_date,raw_duration_days,classification,evidence,recommended_action,confidence,notes
UEI-IMD-FL-1983-0103,"Cooch Behar, Jalpaiguri",West Bengal,1983-09-12,1983-09-14,3.0,12-09-1983 00:00,14-09-1983 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1983-09-12, end=1983-09-14; raw DD-first parse: start=1983-09-12, end=1983-09-14."
UEI-IMD-FL-1983-0104,"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",Arunachal Pradesh,1983-09-10,1983-09-14,5.0,10-09-1983 00:00,14-09-1983 00:00,5,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1983-09-10, end=1983-09-14; raw DD-first parse: start=1983-09-10, end=1983-09-14."
UEI-IMD-FL-1984-0004,"Cachar, Dibrugarh, Jorhat, Lakhimpur, Darrang",Assam,1984-06-08,1984-06-14,7.0,08-06-1984 00:00,14-06-1984 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-06-08, end=1984-06-14; raw DD-first parse: start=1984-06-08, end=1984-06-14."
UEI-IMD-FL-1984-0005,"Darrang, Goalpara, Dhubri, Dibrugarh, Lakhimpur, Nagaon",Assam,1984-07-08,1984-07-14,7.0,08-07-1984 00:00,14-07-1984 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-07-08, end=1984-07-14; raw DD-first parse: start=1984-07-08, end=1984-07-14."
UEI-IMD-FL-1984-0009,"Bhagalpur, Darbhanga, Purbi Champaran, Pashchim Champaran, Munger",Bihar,1984-06-08,1984-06-14,7.0,08-06-1984 00:00,14-06-1984 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-06-08, end=1984-06-14; raw DD-first parse: start=1984-06-08, end=1984-06-14."
UEI-IMD-FL-1984-0018,"Valsad, Dangs, Surat",Gujarat,1984-07-08,1984-07-14,7.0,08-07-1984 00:00,14-07-1984 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-07-08, end=1984-07-14; raw DD-first parse: start=1984-07-08, end=1984-07-14."
UEI-IMD-FL-1984-0033,"Chikkaballapura, Kodagu, Shivamogga",Karnataka,1984-07-08,1984-07-14,7.0,08-07-1984 00:00,14-07-1984 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-07-08, end=1984-07-14; raw DD-first parse: start=1984-07-08, end=1984-07-14."
UEI-IMD-FL-1984-0058,"Amravati, Mumbai, Kolhapur, Mumbai, Mumbai Suburban, Raigad, Ratnagiri, Sindhudurg, Thane, Palghar, Nashik",Maharashtra,1984-06-30,1984-07-02,3.0,30-06-1984 00:00,02-07-1984 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-06-30, end=1984-07-02; raw DD-first parse: start=1984-06-30, end=1984-07-02."
UEI-IMD-FL-1984-0073,Koraput,Odisha,1984-06-12,1984-06-13,2.0,12-06-1984 00:00,13-06-1984 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-06-12, end=1984-06-13; raw DD-first parse: start=1984-06-12, end=1984-06-13."
UEI-IMD-FL-1984-0075,"Baleshwar, Cuttack, Dhenkanal, Ganjam, Kendujhar, Puri, Boudh, Kandhamal",Odisha,1984-08-08,1984-09-07,31.0,08-08-1984 00:00,07-09-1984 00:00,31,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-08-08, end=1984-09-07; raw DD-first parse: start=1984-08-08, end=1984-09-07."
UEI-IMD-FL-1984-0097,"Bankura, Birbhum, Purba bardhaman, Cooch Behar, Darjeeling, Jalpaiguri, Howrah, Hooghly, Malda, Paschim Purba Medinipur, Purba Purba Medinipur, Nadia, North 24 Parganas",West Bengal,1984-06-08,1984-06-28,21.0,08-06-1984 00:00,28-06-1984 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-06-08, end=1984-06-28; raw DD-first parse: start=1984-06-08, end=1984-06-28."
UEI-IMD-FL-1984-0100,"Dakshin Dinajpur, Malda, Paschim Purba Medinipur",West Bengal,1984-07-08,1984-07-21,14.0,08-07-1984 00:00,21-07-1984 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1984-07-08, end=1984-07-21; raw DD-first parse: start=1984-07-08, end=1984-07-21."
UEI-IMD-FL-1985-0047,"Ratnagiri, Sindhudurg",Maharashtra,1985-07-22,1985-08-07,17.0,22-07-1985 00:00,07-08-1985 00:00,17,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1985-07-22, end=1985-08-07; raw DD-first parse: start=1985-07-22, end=1985-08-07."
UEI-IMD-FL-1985-0059,"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",Tripura,1985-06-08,1985-06-14,7.0,08-06-1985 00:00,14-06-1985 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1985-06-08, end=1985-06-14; raw DD-first parse: start=1985-06-08, end=1985-06-14."
UEI-IMD-FL-1985-0070,"Lohit, Lower Lower Subansiri, West Siang, East Siang",Arunachal Pradesh,1985-07-08,1985-07-14,7.0,08-07-1985 00:00,14-07-1985 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1985-07-08, end=1985-07-14; raw DD-first parse: start=1985-07-08, end=1985-07-14."
UEI-IMD-FL-1986-0071,Rupnagar,Punjab,1986-08-12,1986-08-13,2.0,12-08-1986 00:00,13-08-1986 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1986-08-12, end=1986-08-13; raw DD-first parse: start=1986-08-12, end=1986-08-13."
UEI-IMD-FL-1987-0002,"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",Arunachal Pradesh,1987-07-22,1987-08-07,17.0,22-07-1987 00:00,07-08-1987 00:00,17,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1987-07-22, end=1987-08-07; raw DD-first parse: start=1987-07-22, end=1987-08-07."
UEI-IMD-FL-1987-0042,"Cooch Behar, Jalpaiguri",West Bengal,1987-08-08,1987-09-07,31.0,08-08-1987 00:00,07-09-1987 00:00,31,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1987-08-08, end=1987-09-07; raw DD-first parse: start=1987-08-08, end=1987-09-07."
UEI-IMD-FL-1987-0044,"Purba bardhaman, Hooghly, Howrah, Paschim Purba Medinipur, Purba Purba Medinipur, South 24 Parganas, North 24 Parganas",West Bengal,1987-08-22,1987-09-07,17.0,22-08-1987 00:00,07-09-1987 00:00,17,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1987-08-22, end=1987-09-07; raw DD-first parse: start=1987-08-22, end=1987-09-07."
UEI-IMD-FL-1988-0006,"Cachar, Darrang, Dibrugarh, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Nagaon, Sivasagar",Assam,1988-07-08,1988-07-28,21.0,08-07-1988 00:00,28-07-1988 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1988-07-08, end=1988-07-28; raw DD-first parse: start=1988-07-08, end=1988-07-28."
UEI-IMD-FL-1988-0014,"Amreli, Banas Kantha, Bhavnagar, Valsad, Jamnagar, Junagadh, Kachchh, Rajkot, Surat, Vadodara",Gujarat,1988-07-08,1988-07-28,21.0,08-07-1988 00:00,28-07-1988 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1988-07-08, end=1988-07-28; raw DD-first parse: start=1988-07-08, end=1988-07-28."
UEI-IMD-FL-1988-0020,"Faridabad, Hisar, Jind, Karnal, Kurukshetra, Sirsa, Sonipat",Haryana,1988-09-22,1988-10-07,16.0,22-09-1988 00:00,07-10-1988 00:00,16,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1988-09-22, end=1988-10-07; raw DD-first parse: start=1988-09-22, end=1988-10-07."
UEI-IMD-FL-1988-0086,Gurdaspur,Punjab,1988-03-11,1988-03-14,4.0,11-03-1988 00:00,14-03-1988 00:00,4,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1988-03-11, end=1988-03-14; raw DD-first parse: start=1988-03-11, end=1988-03-14."
UEI-IMD-FL-1988-0096,"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",Tripura,1988-07-08,1988-07-28,21.0,08-07-1988 00:00,28-07-1988 00:00,21,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1988-07-08, end=1988-07-28; raw DD-first parse: start=1988-07-08, end=1988-07-28."
UEI-IMD-FL-1988-0099,"Hooghly, Purba Purba Medinipur, South 24 Parganas, North 24 Parganas",West Bengal,1988-06-12,1988-06-13,2.0,12-06-1988 00:00,13-06-1988 00:00,2,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1988-06-12, end=1988-06-13; raw DD-first parse: start=1988-06-12, end=1988-06-13."
UEI-IMD-FL-1989-0003,"Barpeta, Darrang, Dibrugarh, Kamrup, Sonitpur",Assam,1989-06-08,1989-06-21,14.0,08-06-1989 00:00,21-06-1989 00:00,14,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-06-08, end=1989-06-21; raw DD-first parse: start=1989-06-08, end=1989-06-21."
UEI-IMD-FL-1989-0010,"Kangra, Hamirpur",Himachal Pradesh,1989-07-12,1989-07-14,3.0,12-07-1989 00:00,14-07-1989 00:00,3,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-07-12, end=1989-07-14; raw DD-first parse: start=1989-07-12, end=1989-07-14."
UEI-IMD-FL-1989-0012,"Lahul And Spiti, Chamba, Kangra, Kullu, Mandi, Kinnaur, Una, Shimla, Solan, Sirmaur, Hamirpur, Bilaspur",Himachal Pradesh,1989-07-25,1989-08-02,9.0,25-07-1989 00:00,02-08-1989 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-07-25, end=1989-08-02; raw DD-first parse: start=1989-07-25, end=1989-08-02."
UEI-IMD-FL-1989-0027,"Alappuzha, Thrissur",Kerala,1989-06-08,1989-06-14,7.0,08-06-1989 00:00,14-06-1989 00:00,7,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-06-08, end=1989-06-14; raw DD-first parse: start=1989-06-08, end=1989-06-14."
UEI-IMD-FL-1989-0041,"Baleshwar, Cuttack, Puri",Odisha,1989-07-12,1989-07-20,9.0,12-07-1989 00:00,20-07-1989 00:00,9,CORRECTABLE_WITH_EVIDENCE,"The processed CSV stores ISO dates, but the diagnostic used day-first parsing. Re-parsing processed ISO values with ISO/year-first semantics resolves the contradiction, and the raw DD-MM-YYYY fields are chronologically ordered.",SAFE_TO_USE_AFTER_DOCUMENTED_CORRECTION,HIGH,"No dataset correction performed; this is a parsing-rule finding. Proper ISO parse: start=1989-07-12, end=1989-07-20; raw DD-first parse: start=1989-07-12, end=1989-07-20."
